6.884982055824864, 3.80805043974928e+48
8.498335377606423, 6.045092190398533e+48
10.111688699387997, 8.580179738913705e+48
11.590595911021097, 1.1164800064852031e+49
13.33839534295113, 1.4693515128474987e+49
14.951748664732705, 1.7899205722188587e+49
15.892871435771951, 2.0210051311198266e+49
17.775116977850445, 2.4459185241885167e+49
16.968440316959658, 2.2297504074029677e+49
19.388470299632004, 2.852175750446342e+49
18.58179363874123, 2.6620866409740647e+49
20.73293140111666, 3.2335675224377625e+49
20.19514696052279, 3.0497160048652687e+49
22.615176943195138, 3.7454109398840255e+49
21.808500282304365, 3.4522476586497696e+49
23.82519193453132, 4.108160697286702e+49
26.64856024764906, 4.962855847833669e+49
25.841883586758286, 4.5107348077375663e+49
28.665251899876026, 5.397718253053345e+49
30.278605221657585, 5.822603341677794e+49
32.29529687388455, 6.250014601950822e+49
33.90865019566611, 6.64757882577089e+49
35.92534184789308, 7.063813368623943e+49
36.73201850878387, 7.350767362402658e+49
38.345371830565426, 7.507411232947741e+49
39.15204849145621, 7.775737364359832e+49
40.76540181323779, 7.965911387164835e+49
42.78209346546474, 8.307634480551397e+49
44.126554566949366, 8.521375491243213e+49
46.008800109027874, 8.741382398279054e+49
47.62215343080945, 8.935281993557381e+49
49.55817741694733, 9.162745706428719e+49
51.65553673526337, 9.39767754691325e+49
54.075566717935715, 9.625192207784225e+49
56.49559670060806, 9.799306996537544e+49
59.722303344171195, 9.986422016531116e+49
64.15902497907052, 1.0142866340744294e+50
68.99908494441522, 1.020795241027827e+50
73.83914490975991, 1.0173689880523595e+50
78.67920487510463, 1.005498104137356e+50
83.11592651000393, 9.881588015948405e+49
86.74597148401247, 9.71804493711939e+49
89.5693397971302, 9.55193322997543e+49
92.79604644069335, 9.372948661590313e+49
95.61941475381107, 9.178770975147309e+49
97.23276807559265, 9.063448055139699e+49
101.66948971049197, 8.696325261101667e+49
106.50954967583667, 8.309375203872267e+49
111.34960964118136, 7.922425146642867e+49
116.18966960652608, 7.535475089413466e+49
121.02972957187077, 7.133622742290768e+49
124.65977454587929, 6.793735899724391e+49
127.07980452855165, 6.60771201605634e+49
129.499834511224, 6.399334697548341e+49
131.91986449389634, 6.20585966893364e+49
134.3398944765687, 6.004933495372292e+49
136.75992445924106, 5.818909611704241e+49
139.1799544419134, 5.63288572803619e+49
141.59998442458576, 5.446861844368139e+49
144.02001440725812, 5.253386815753439e+49
146.44004438993045, 5.082265221978685e+49
148.8600743726028, 4.896241338310635e+49
151.28010435527517, 4.777277759162426e+49
153.7001343379475, 4.553998150761129e+49
156.52350265106526, 4.4118956884452625e+49
159.346870964183, 4.1820352967577527e+49
162.17023927730074, 4.043244454418175e+49
164.9936075904185, 3.8287003051209977e+49
167.81697590353625, 3.702741990189539e+49
170.64034421665397, 3.4977187483241913e+49
173.86705086021712, 3.354002932686544e+49
177.09375750378024, 3.1519198149668115e+49
180.3204641473434, 3.014413286784705e+49
183.9505091213519, 2.8076535672651247e+49
187.98389242580583, 2.645146431095359e+49
192.01727573025974, 2.456808659110541e+49
196.45399736515904, 2.297076066087575e+49
200.48738066961297, 2.1174312965405156e+49
204.92410230451227, 1.9634112479766475e+49
211.78085392208394, 1.754755838303973e+49
220.6542971918826, 1.494899811831235e+49
230.33441712257198, 1.2574821335311674e+49
240.82121371415215, 1.042502803403774e+49
251.30801030573238, 8.647791980096253e+48
261.7948068973126, 7.019578825087756e+48
273.0882801497835, 5.8020277754722146e+48
283.57507674136366, 4.6953947667291344e+48
294.8685499938347, 3.7758895149795335e+48
